username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018/06/18 22:26;12;68;"Ich würde mich freuen, dieses Land diskutierte endlich über . . . - Pflegereform - Bildungsreform - Gesundheitsreform - Altersarmut - Digitalisierung - Klimawandel - soziale Ungerechtigkeit . . . Flüchtlinge, Ihr Spalter von der @CSU, sind derzeit unser kleinstes Problem.";;@CSU;;"1008808308319440899";https://twitter.com/FFligge/status/1008808308319440899
;2018/06/18 22:32;4;8;"Nur mal so nebenbei: Es gibt bisher genau eine europäische Mannschaft, die bei dieser WM verloren hat. And the loser is... #GERMEX #WM2018 #WORLDCUP";;;#GERMEX #WM2018 #WORLDCUP;"1008809745153773569";https://twitter.com/schuster1900/status/1008809745153773569
;2018/06/18 22:29;3;8;"Absolute scenes in lambwath";;;;"1008808926232621057";https://twitter.com/janvisser93/status/1008808926232621057
;2018/06/18 22:25;5;49;"Schlaft gut und habt angenehme Träume....pic.twitter.com/2YACi2B9ly";;;;"1008807925220069376";https://twitter.com/Dorfphotograph/status/1008807925220069376
;2018/06/18 22:25;5;51;"früher katholisches privatgymnasium schulgottesdienst so richtig geile lieder singen immer LAURA TUSSI OMI SENIORE LAURA TUSSI OMI SENIORE LAURA TUSSI OMI SENIORE LAURA TUSSI OMI SENIOR SEI GEPRIESEN DU LALALA (den part kann niemand wirklich)";;;;"1008807915141115904";https://twitter.com/rantmannshans/status/1008807915141115904
;2018/06/18 22:25;5;18;"Wenn wir linksgrün versiffte Gutmenschen sind, könen wir die rechten dann rechtsbraun versiffte Schlechtmenschen nennen?";;;;"1008807817170636800";https://twitter.com/datcarovieh/status/1008807817170636800
;2018/06/18 22:24;8;17;"Mehr als 1000 Menschen setzten sich am Freitag in Schlauchboote, um von #Marokko über die Meerenge von Gibraltar zu paddeln. Unsere Story zur größten Massenflucht nach #Spanien seit Jahren morgen im @WELT-Print und jetzt schon online: https://www.welt.de/politik/ausland/plus177770630/Tarifa-Schleuser-bringen-fast-1000-Menschen-von-Marokko-nach-Spanien.html …pic.twitter.com/6OsFl94bvs";;@WELT;#Marokko #Spanien;"1008807735499116551";https://twitter.com/Tim_Roehn/status/1008807735499116551
;2018/06/18 22:24;4;7;"Na, guck an, guck an: Die Lilly Heidelberg ist wieder da - mit neuem Account. #SturmDerVernunft bitte übernehmen! pic.twitter.com/XGRtaSa7Td";;;#SturmDerVernunft;"1008807627764232193";https://twitter.com/ani_akraps2_0/status/1008807627764232193
;2018/06/18 22:22;8;14;"Als ihr gestern Fußball geguckt habt, bin ich an den beiden #citytree in der Esslinger Straße in #Stuttgart vorbeigegangen und hab festgestellt: das Moos ist furztrocken und schon braun! #ohnemoosnixlos #daswirdnix @icrfornax @svmatispic.twitter.com/CuefAghfx9";;@icrfornax @svmatispic;#citytree #Stuttgart #ohnemoosnixlos #daswirdnix;"1008807290328186880";https://twitter.com/kunstundreisen/status/1008807290328186880
;2018/06/18 22:21;9;24;"Ich brauche dich hier";;;;"1008807001495949313";https://twitter.com/unverheissen/status/1008807001495949313
;2018/06/18 22:21;18;52;"Ich werde jetzt nochmal nach dem schlafenden Zweijährigen sehen, während in den kommenden Stunden anderswo (Klein-)Kinder ihren Eltern entrissen werden. Das ist nicht God's own country. Das ist die Hölle!https://twitter.com/KamalaHarris/status/1008115759267110913 …";;;;"1008806914233393153";https://twitter.com/688i/status/1008806914233393153
;2018/06/18 22:20;5;35;"Ich hab was schnelles gemalt oder so, inspiriert von @BlauPummelchen (ich liebe ihre Kunst!!)pic.twitter.com/B1dNyCa3ZQ";;@BlauPummelchen;;"1008806707332616192";https://twitter.com/trauerwirbel/status/1008806707332616192
;2018/06/18 22:20;5;4;"Noch ca 100 Minuten übrig! Wer noch nicht mitgemacht hat sollte sich lieber beeilen! ->> https://gleam.io/cFP1y/deathgarden-beta-key-giveaway … #giveaway #win #deathgarden #betakey #notmuchtimeleft #twitchde #entertowin #gleam #luckypic.twitter.com/2JymomQ6hu";;;#giveaway #win #deathgarden #betakey #notmuchtimeleft #twitchde #entertowin #gleam #luckypic;"1008806694581886976";https://twitter.com/Foxxicle/status/1008806694581886976
;2018/06/18 22:19;10;24;"Powerlinepic.twitter.com/lAtyRBFan6";;;;"1008806474745765890";https://twitter.com/Swivvy_Livvy/status/1008806474745765890
;2018/06/18 22:19;15;90;"Hunde am Arbeitsplatz können dabei helfen, das Vertrauen zwischen Teammitgliedern zu stärken und den Zusammenhalt fördern.";;;;"1008806468462764032";https://twitter.com/faktastisch/status/1008806468462764032
;2018/06/18 22:18;3;5;"Mäuschen TUSA muss in den dunklen, lauten und engen Vetkennels leben. Nur dort ist es für die entspannte, liebe Hündin sicher, aber ein schöner Platz zum Leben ist das nicht! https://youtu.be/zp7sGEgcQwE  Hündin ~2 J. ~45cm http://www.prodogromania.de/bilder/index.php/Notf-lle/Vetkennel-Bucov/TUSA … info@prodogromania.depic.twitter.com/mQ0dp5t9aR";;@prodogromania;;"1008806243622891520";https://twitter.com/ProDogRomania/status/1008806243622891520
;2018/06/18 22:18;7;44;"Morgen Gespräch mit Chefarzt in der Tumorklinik! Wie es mit mir weiter geht. #krebsisteinarschloch #Blümchengegenkrebs pic.twitter.com/FpXdBY4fOH";;;#krebsisteinarschloch #Bl;"1008806061984251904";https://twitter.com/miraundemma/status/1008806061984251904
;2018/06/18 22:17;10;1;"Ich bin auf der Suche nach einem Buch oder anderen Arbeitsmaterialien mit Übungen, die man als Angehöriger mit einem erwachsenen Schlaganfallpatienten mit schwerer Aphasie (besonders im Bereich Sprechen und Schreiben) machen kann. Hat jemand Erfahrungen oder einen Tipp?";;;;"1008805980291911682";https://twitter.com/SneezinLuzifer/status/1008805980291911682
;2018/06/18 22:17;5;37;"Übrigens: Wenn man das USB-Kabel noch vor dem Einstecken umdreht, ist es immer noch verkehrt herum.";;;;"1008805976953315328";https://twitter.com/Timbosteron/status/1008805976953315328
;2018/06/18 22:17;5;6;"#ohnemeinenphysiotherapeuten sehen die Mädels im Fitnessstudio, die nichtmal ihre beinachse einigermaßen halten können ganz schön alt aus. Je mehr dort falsch trainiert wird, umso wichtiger werden wir! Wenn es uns noch gibt! #therapeutenamlimit";;;#ohnemeinenphysiotherapeuten #therapeutenamlimit;"1008805907189428224";https://twitter.com/LinchenKlein/status/1008805907189428224
;2018/06/18 22:17;9;35;"Portrait of Adele Bloch-Bauer I https://www.wikiart.org/en/gustav-klimt/portrait-of-adele-bloch-bauer-i-1907-1 …pic.twitter.com/9DyOAWz7lc";;;;"1008805884196212736";https://twitter.com/artistgklimt/status/1008805884196212736
;2018/06/18 22:24;11;65;"14. Kennst du fünf Bücher von Autorinnen, die nicht weiß sind? Also, @Birgit_Kelle wird ja nachgesagt, sie sei schwarz bis in die Knochen. Abgesehen davon lese ich nicht nach Rassen wie ihr in Hamburg.";;@Birgit_Kelle;;"1008807632247902208";https://twitter.com/_donalphonso/status/1008807632247902208
;2018/06/18 22:19;4;12;"Das Monster ist zornig und klagt wie einst Herr Rumpelstilz ruppig, denn der Kühlschrank hatte versagt und sein Knallpils wurde suppig. Auch unterm Bett ist Suppenbier ein schreckerlich schlimmes Übel, doch wie einst im Biertrinkturnier schluckt es brav Kübel um Kübel…";;;;"1008806441803812866";https://twitter.com/augustmond/status/1008806441803812866
;2018/06/18 22:18;12;31;"Hätte eine Abendsession anzubieten. Hat jemand Interesse? #litcampfanfiction #litcamp18 #Litcamp19pic.twitter.com/LaUSEdTKUk";;;#litcampfanfiction #litcamp18 #Litcamp19pic;"1008806094255329281";https://twitter.com/Doppelmond/status/1008806094255329281
;2018/06/18 22:16;6;22;"Für mehr Lavendel in unserem Land!!! Liebe Landwirte, liebe Gartenbesitzer, liebe Balkonier, baut Lavendel an! Wir haben etwa 5qm und die Artenvielfalt von Bienen, Hummeln und Schmetterlingen ist sensationell! Darüber hinaus, ist er ein Vielkönner und hält auch Mücken fern!pic.twitter.com/ZsNJydj9dS";;;;"1008805692097089541";https://twitter.com/Perlenlyrik/status/1008805692097089541
;2018/06/18 22:15;12;34;"Wir können live zusehen, wie jüngste Geschichte gefälscht wird, in "1984"-Manier. Die Vier Apokalyptischen Reiter Europas (Seehofer, Kurz, Orbán und Salvini) handeln vermutlich in Absprache und trauter Einheit mit Trump und Putin. #fckcsu #DumpTrump";;;#fckcsu #DumpTrump;"1008805527957262337";https://twitter.com/theNeo42/status/1008805527957262337
;2018/06/18 22:15;6;16;"Wie kann man einen Menschen so sehr vermissen";;;;"1008805427704946690";https://twitter.com/unverheissen/status/1008805427704946690
;2018/06/18 22:15;23;169;"Tagebucheintrag 18.06.18pic.twitter.com/hoHAEhsFQE";;;;"1008805426421477376";https://twitter.com/kriegundfreitag/status/1008805426421477376
;2018/06/18 22:13;8;15;"Der Berliner #strassenfeger ist Geschichte. Heute wurde das Projekt eingestellt. Damit sind 100te Obdachlose ihren letzten Verdienst los....es war laut Stiftung ein "Minusgeschäft" schei@@ Stadt, schei@@ Land, schei@@ Welt!";;@ @ @ @ @ @;#strassenfeger;"1008804901043015682";https://twitter.com/ichduersieesBLN/status/1008804901043015682
;2018/06/18 22:13;227;402;"Die Legende der „Grenzöffnung“ wird immer irrer. #Söder im @ZDF: Deutschland habe 2015 „mit der einseitigen nationalen Entscheidung, seine Grenzen aufzumachen, die europäischen Partner allein gelassen“. Nein! Ungarn & Österreich baten #Merkel damals, die Flüchtlinge aufzunehmen.pic.twitter.com/L10ZUJVDQo";;@ZDF;#S #Merkel;"1008804856835006465";https://twitter.com/JHillje/status/1008804856835006465
;2018/06/18 22:11;67;154;"Germany legend Stefan Effenberg on Cristiano. ( @TheRonaldoBible)pic.twitter.com/7iT97s1hSo";;@TheRonaldoBible;;"1008804498498883591";https://twitter.com/TeamCRonaldo/status/1008804498498883591
;2018/06/18 22:11;19;33;"Das ist natürlich Schwachsinn. Die Grenzen mussten nicht geöffnet werden, den sie waren nie verschlossen. Als Merkel den berühmten Satz gesagt hatte, waren schon 700.000 da und ca 800.000 längst unterwegs Den wahren Grund der Flüchtlingsströme bringt G. Schramm auf den Punkt.pic.twitter.com/rU3VojoMBY";;;;"1008804410682638336";https://twitter.com/Tom_de_Belfore/status/1008804410682638336
;2018/06/18 22:11;10;9;"Liebe Follower, mal ein Anliegen in persönlicher Sache, wo ich doch einige juristisch bewanderte Personen in meiner geschätzten TL habe. Stichwort Beleidigungen und Beschimpfungen aus der Nachbarschaft. Inwieweit muss ich mir was gefallen lassen,";;;;"1008804363404500993";https://twitter.com/alphapooky/status/1008804363404500993
;2018/06/18 22:09;114;225;"gfriend ; eunhapic.twitter.com/lNuvX7zFEl";;;;"1008804025431666690";https://twitter.com/girlgroupspics/status/1008804025431666690
;2018/06/18 22:07;8;18;". #Trump ist ein Lügner. Verständlich, dass er von europäischen Resterampen verehrt wird. #AfDpic.twitter.com/RHZiUPh0yU";;;#Trump #AfDpic;"1008803322864775170";https://twitter.com/Walnusskipferl/status/1008803322864775170
;2018/06/18 22:06;3;12;"Melonen-Wein-Podiumsdiskussion mit @Literatouristin und @whatawrite inkl. Verkostung. "Wein ist nicht gleich Wein!" Das ist so wahr! #litcampfanfiction #litcamp18pic.twitter.com/uEg0Kja7V8";;@Literatouristin @whatawrite;#litcampfanfiction #litcamp18pic;"1008803263330816001";https://twitter.com/VictoriaLinnea1/status/1008803263330816001
;2018/06/18 22:04;3;8;"Wollt ihr mir jz ernsthaft erzählen, dass es sowas wie Youtube Premium gibt und das....11,99€ KOSTET???????!!!! Das isn Witz. Aber ein richtig schlechter,";;;;"1008802727894364160";https://twitter.com/jkuhl1948/status/1008802727894364160
;2018/06/18 22:04;5;6;"GIVEAWAY! Watch & Win 20€ Steam Gutschein. Wir sehen uns!@TwitchShare @twitchraid @TwitchSharing @TwitchRetweetr @share_stream @Retweet_Twitch @TwitchTVGaming @twitchraid @StreamerNetwork @TwitchReTweets #SupportSmallStreamers #giveaway";;@TwitchShare @twitchraid @TwitchSharing @TwitchRetweetr @share_stream @Retweet_Twitch @TwitchTVGaming @twitchraid @StreamerNetwork @TwitchReTweets;#SupportSmallStreamers #giveaway;"1008802716272021504";https://twitter.com/BonestormOne1/status/1008802716272021504
;2018/06/18 22:04;16;63;"Bewertet Religionen danach, wie sie Menschen behandeln die von diesem Glauben abfallen. Vergleicht einfach jemanden der aus der Kirche austritt mit jemanden der in einem islamischen Staat sagt er ist nun ex-Muslim.";;;;"1008802652858343424";https://twitter.com/AliCologne/status/1008802652858343424
;2018/06/18 22:04;3;36;"Gute nacht ihr liebenpic.twitter.com/lq1MehGecY";;;;"1008802627600207875";https://twitter.com/Boris38804768/status/1008802627600207875
;2018/06/18 22:04;8;35;"Real life: *sich nicht trauen, jemandem zu sagen wie cool man den Style, das Makeup etc. findet und die Person niemals ansprechen* Twitter: "Omg, du bist so schön! Deine Haare! So ästhetisch! Deine Figur! Omg L I T! "";;;;"1008802546629177346";https://twitter.com/gedankenphobia/status/1008802546629177346
;2018/06/18 22:06;4;15;"Ihr habts s g´wählt - jetzt tuats a 12 Stunden hackln für eure türkisblauen Möchtegernvertreter und Managementpolitiker! #warehklar";;;#warehklar;"1008803222830698501";https://twitter.com/mgitzi/status/1008803222830698501
;2018/06/18 22:05;6;49;"Lol was für ein beschissener Laptoppic.twitter.com/E7093g11UE";;;;"1008802976385945600";https://twitter.com/mogelpony/status/1008802976385945600
;2018/06/18 22:04;10;17;"Tourismus ist, wenn Du Wochen lang anderer Leute #Heimat kaputt machst & dann in deine Ikea-Wohnlandschaft zurückkehrst. #Flucht ist, wenn Du weg musst, weil andere Deine Heimat kaputt gemacht haben " #Asyltourismus" ist Hohn, Verachtung & Rassismus made by @Markus_Soeder #söder";;@Markus_Soeder;#Heimat #Flucht #Asyltourismus #s;"1008802566099161088";https://twitter.com/Fotograf_Lauer/status/1008802566099161088
;2018/06/18 22:03;3;23;"Bei dieser WM gewinnen aber auch echt alle Außenseiter. #TUNENG";;;#TUNENG;"1008802487304949760";https://twitter.com/_don_sebo/status/1008802487304949760
;2018/06/18 22:03;3;13;"Hallo Zusammen, erkennt ihr mich noch? Mein zukünftiges Frauchen hat große Augen gemacht, was für ein kleiner Mann ich schon bin. Dauert nicht mehr lange und ich werde euch unter @sherlocksnoopdog auf die Nerven gehen.pic.twitter.com/Llsck3Nv6v";;@sherlocksnoopdog;;"1008802476097712129";https://twitter.com/Bordeauxdogge2/status/1008802476097712129
;2018/06/18 22:03;3;3;"Hab ich unter meinen Followern Personen, die luzides Träumen beherrschen und sich mit mir austauschen wollen? #followerpower";;;#followerpower;"1008802330219896832";https://twitter.com/KrawallKiwi/status/1008802330219896832
;2018/06/18 22:03;9;36;"Wenigstens Slomka gibt Söder ein bisschen Contra: „Mit Asyltourismus meinen Sie aber nicht die Flüchtlinge, die im Mittelmeer ertrunken sind. Die haben sich das ja nicht als Urlaubsreise gedacht, oder?“pic.twitter.com/UPuZpLe7Jq";;;;"1008802281368817664";https://twitter.com/stluedke/status/1008802281368817664
;2018/06/18 22:02;16;54;"Find of the day: A German AS25 Blinkgerät (Search and signal light) found on the floor of Sachsen Graben #FWW #Archaeology #Historypic.twitter.com/hh24pzpZWA";;;#FWW #Archaeology #Historypic;"1008802089554841600";https://twitter.com/DigHill80/status/1008802089554841600
;2018/06/18 22:01;4;12;"#FAZ-Herausgeber Berthold Kohler: "Die #CSU wie auch ein wach­sen­der Teil der Deut­schen ver­ste­hen bis heu­te nicht, wie leicht die Kanz­le­rin da­mals die Kon­trol­le über die deut­schen Gren­zen auf­gab, weil das an­geb­lich gar nicht an­ders mög­lich ge­we­sen sei."";;;#FAZ #CSU;"1008801918569893888";https://twitter.com/Michael_Leh/status/1008801918569893888
;2018/06/18 22:01;2;6;"Einfache Menschen machen sich die Welt gern einfach. Und teilen auf in Gut und Böse. Schwarz und Weiß. Links und Rechts.";;;;"1008801912827891713";https://twitter.com/Todesschwester/status/1008801912827891713
;2018/06/18 22:01;4;7;"Würde mich so gerne mal wieder betrinken, um die ganze Scheiße für ein paar Stunden vergessen zu können.";;;;"1008801832267866113";https://twitter.com/puppydogeyees/status/1008801832267866113
;2018/06/18 22:00;11;34;"#Söder pustet im #ZDF kräftig die Backen auf, es ist so widerlich. Eine 6% Partei führt sich auf, wie der starke August auf dem Jahrmarkt. Wie lange müssen wir uns dieses primitive Theater noch ansehen, wer regiert das Land? #Seehofer #Asylstreit @spdde @RegSprecher @CDU";;@spdde @RegSprecher @CDU;#S #ZDF #Seehofer #Asylstreit;"1008801685794369536";https://twitter.com/LisaKlaster/status/1008801685794369536
;2018/06/18 22:00;8;17;"meine freundin sieht aus wie kleine Prinzessin und ich bin allein zuhaus er: bro ich kann nicht sie: ich bin mexikanischer Straßenhund";;;;"1008801526956068866";https://twitter.com/TLSimulator/status/1008801526956068866
;2018/06/18 21:59;5;4;"So uns fehlt jetzt noch ein Teilnehmer für die 4. Season des BDTs. Diese werden wir als "Wildcard" vergeben. Setzt euren Namen hier bis Freitag 20 Uhr runter und dann werden wir den Gewinner auslosen.";;;;"1008801415303659520";https://twitter.com/BDTLiga/status/1008801415303659520
;2018/06/18 21:59;4;19;"Ich find es ja wesentlich interessanter Eure Tweets zu lesen, als selbst welche zu schreiben. Nur mal so...";;;;"1008801370361810944";https://twitter.com/Pina_Inchen/status/1008801370361810944
;2018/06/18 21:59;4;32;"manchmal umarme ich random meine freunde weil ich einfach Zuneigung brauche oder liebe verteilen will und ich frage mich warum ich so bin";;;;"1008801307958931456";https://twitter.com/callmeeml/status/1008801307958931456
;2018/06/18 21:59;20;640;"Unsere Minecraft Adventure-Map-Folge von heute ist aktuell in Deutschland nicht verfügbar. Noch ist nicht klar, warum. Offenbar spinnt @YouTube gerade eh aber gleichzeitig war es eine Folge, in der wir uns sehr AFD-kritisch geäußert haben. Mal gucken ob wir das klären können.";;@YouTube;;"1008801300002336768";https://twitter.com/PietSmiet/status/1008801300002336768
;2018/06/18 21:58;4;44;"Einmal ne Bierflasche eingepflanzt und dann sowas... #jeverpic.twitter.com/beWaZfFlZL";;;#jeverpic;"1008801059375022080";https://twitter.com/genialewelt/status/1008801059375022080
;2018/06/18 21:57;134;306;"6ix9ine pic.twitter.com/GHZwMTjiEy";;;;"1008800917595086848";https://twitter.com/BenjaminEnfield/status/1008800917595086848
;2018/06/18 21:58;17;73;"„Mit ,Asyltourismus‘ meinen Sie aber nicht die Flüchtlinge, die im Mittelmeer ertrunken sind. Die haben sich das ja nicht als Urlaubsreise gedacht, oder?“, fragt Marietta Slomka gerade Markus Söder im @heutejournal. Er gibt kein Interview mehr ohne dieses Wort.";;@heutejournal;;"1008801060260020224";https://twitter.com/nicolediekmann/status/1008801060260020224
;2018/06/18 21:56;53;212;"Und schon wieder darf #Söder im @heutejournal seine Dolchstoßlegende von einer „Grenzöffnung“ und einem „Asyltourismus“ pfeifen.pic.twitter.com/cPqTs1GAit";;@heutejournal;#S;"1008800748296179714";https://twitter.com/politicalbeauty/status/1008800748296179714
;2018/06/18 21:56;49;289;"1. Spieltag #WM2018⁠ ⁠ Russland + Iran + Dänemark _____________ = 9 Punkte Deutschland + Brasilien + Spanien + Portugal + Argentinien + Italien + Holland ______________ = 4 Punkte Als ob das nicht schon genug Wahnsinn wäre: Jetzt gewinnen sogar noch die Engländer. #TUNENG";;;#WM2018 #TUNENG;"1008800688254717952";https://twitter.com/DerPoppe/status/1008800688254717952
;2018/06/18 21:55;14;14;"Seit einer Woche wirbt Swisscom offiziell mit Netzsperren. Medienmitteilung: https://www.swisscom.ch/de/about/media/press-releases/2018/06/20180612-internet-guard.html … Die Sperren sind Standardmäßig aktiv. Als Kunde wird man vorgängig nicht gefragt. Das ganze sieht so aus (Thread).pic.twitter.com/2nb6qFFzDY";;;;"1008800484453470208";https://twitter.com/RitzmannMarkus/status/1008800484453470208
;2018/06/18 21:54;12;20;"Die "Dopingexperten" sind sich nicht zu blöde, den "ich habe nichts gesehen" Rodtschenkow mit seinem Pissproben-Tagebuch als "Kronzeugen" wieder rauszukramen. Wie groß muss die Not sein, doch so dringend Russland mit Dreck beschmeißen zu müssen... Peinliche Propagandaclowns";;;;"1008800028603887616";https://twitter.com/Boson77Higgs/status/1008800028603887616
;2018/06/18 21:53;3;14;"Start Rashford and Ruben.";;;;"1008799963839647744";https://twitter.com/dannyblacker/status/1008799963839647744
;2018/06/18 21:53;15;21;"Du kannst nicht davon leben mit der Wirklichkeit zu konkurrieren noch kannst du von der #Wirklichkeit leben aber du kannst einen Eingriff überleben und alles zurück kriegen Nicolas Born #Literatur #Lyrik #poesie #fotografiepic.twitter.com/jGL9BMYqSO";;;#Wirklichkeit #Literatur #Lyrik #poesie #fotografiepic;"1008799926669725698";https://twitter.com/o_franco_aleman/status/1008799926669725698
;2018/06/18 21:53;6;62;"Hier hat einer im Profil stehen *könnte täglich masturbieren*. Äh ja und? versteh ich nicht...";;;;"1008799911557652481";https://twitter.com/_stillesWasser/status/1008799911557652481
;2018/06/18 21:53;6;39;"Ich schreib mir nicht die Finger wund. Um Menschen zu gefallen.";;;;"1008799794855325696";https://twitter.com/Spunktpunkt/status/1008799794855325696
;2018/06/18 21:52;5;10;"DAS WM GEWINNSPIEL WIRD VERLÄNGERT! Tippe aufs Ergebnis fürs kommende Deutschlandspiel gegen Schweden. Alle die richtig tippen kommen am Sonntag in den Raffle. Die ersten drei erhalten ein Shirt ihrer Wahl! VIEL GLÜCK! @Joiksken @KAISERVERUS5 @xflixx @SteinRaclette @beardmantvpic.twitter.com/zExLctHlpM";;@Joiksken @KAISERVERUS5 @xflixx @SteinRaclette @beardmantvpic;;"1008799658116775937";https://twitter.com/SmerchShop/status/1008799658116775937
;2018/06/18 21:51;11;5;"Schweden: Vier Verwundete bei Schießerei in Innenstadt von Malmö http://bit.ly/2lkrilQ pic.twitter.com/FoF4DSkqBL";;;;"1008799451639615489";https://twitter.com/euronewsde/status/1008799451639615489
;2018/06/18 21:51;9;17;"Wie viele RTs brauchen wir eigentlich für ein #HalliGalli -Special oder bisher nicht gezeigte Outtakes? @ProSieben";;@ProSieben;#HalliGalli;"1008799394483855360";https://twitter.com/Weilwegendas/status/1008799394483855360
;2018/06/18 21:50;6;17;"Özil nimmt Ehrepic.twitter.com/sJniNgUroG";;;;"1008799177248268288";https://twitter.com/gommefon/status/1008799177248268288
;2018/06/18 21:50;5;18;"Happy das ich morgen wieder in der RESIDENZ HEKATE KARLSRUHE bin freu mich auf GEILE SESSIONS @residenzhekate @lolita_saphira @LadyKimDavispic.twitter.com/PULhLtFXZx";;@residenzhekate @lolita_saphira @LadyKimDavispic;;"1008799115399049216";https://twitter.com/BizarrStellaCay/status/1008799115399049216
;2018/06/18 21:50;43;31;"In #Barsinghausen bei Hannover wurde ein 24Jähriger mit deutscher und dominikanischer Staatsangehörigkeit festgenommen. Er wird verdächtigt, die 16jährige #AnnaLena getötet zu haben #Polizei pic.twitter.com/Wc2BlByFp6";;;#Barsinghausen #AnnaLena #Polizei;"1008799110592417795";https://twitter.com/SoliDavidwache/status/1008799110592417795
;2018/06/18 21:50;14;81;"Gedanken, die den Tag schön machen, sind schon was besonderes!";;;;"1008799020335149056";https://twitter.com/einfach_ich1/status/1008799020335149056
;2018/06/18 21:48;7;12;"Kein sexueller missbrauch. Soll das irgendwas entschuldigen? Das Mädchen ist tot. Unglaublich menschenverachtende Berichterstattung";;;;"1008798745457291265";https://twitter.com/haljam26/status/1008798745457291265
;2018/06/18 21:47;8;20;"GGWP an @SKGaming ! Auch die 2te Partie war wirklich spannend! Am Ende sichern sich unsere Jungs den 2:0 Sieg. Somit halten wir weiter die Führung in der #ESLMeisterschaft. Danke für eure tolle Unterstützung im Twitch Chat! #DCGWINpic.twitter.com/8vey4YnW1W";;@SKGaming;#ESLMeisterschaft #DCGWINpic;"1008798286378078208";https://twitter.com/DCGamingStars/status/1008798286378078208
;2018/06/18 21:45;5;19;"Glücklich sein heißt nicht, dass alles perfekt ist. Es bedeutet, über das nicht perfekte hinweg zu sehen.";;;;"1008797876594593793";https://twitter.com/DeprimeSo/status/1008797876594593793
;2018/06/18 21:44;11;35;"Müde sein, aber hauptberuflich.";;;;"1008797602845003776";https://twitter.com/Miss_Geschick/status/1008797602845003776
;2018/06/18 21:44;19;32;"Beim Petersberger #Klimadialog kann Kanzlerin #Merkel ein Zeichen setzen. Wir möchten von ihr hören, dass sie ambitionierte EU-Klimaziele mitträgt und einen zügigen #Kohleausstieg vorantreibt. #PCD9 @RegSprecherpic.twitter.com/NbkYF1l7JO";;@RegSprecherpic;#Klimadialog #Merkel #Kohleausstieg #PCD9;"1008797627096469504";https://twitter.com/greenpeace_de/status/1008797627096469504
;2018/06/18 21:43;8;47;"Aschaffenberg is SOLD OUT!pic.twitter.com/4nkeI8yTNX";;;;"1008797456124039169";https://twitter.com/mrbigmusic/status/1008797456124039169
;2018/06/18 21:43;5;21;"Alles könnte ich ertragen ohne nur ein Wort zu sagen, doch der Vuvuzela Klang weckt in mir den Mörderdrang.";;;;"1008797346006814720";https://twitter.com/LilaR/status/1008797346006814720
;2018/06/18 21:42;6;6;"Schweiz, Churpic.twitter.com/N03nZU6Svt";;;;"1008797151625916416";https://twitter.com/AlikNazhimov/status/1008797151625916416
;2018/06/18 21:42;13;65;""vielleicht braucht die seele manchmal die tränen.", sagt das eine schlafschaf. "ja. so wie die wiesen den regen.", sagt das andere schlafschaf.";;;;"1008797104129658886";https://twitter.com/frau_charlotte/status/1008797104129658886
;2018/06/18 21:41;12;48;"Placebo ist nicht nichts. Es ist der Effekt, der auftreten kann, wenn wir uns gut behandelt fühlen. Das ist zutiefst menschlich, gut erforscht, keine Einbildung und vor allem kein Wunder! Und das gibt es in ähnlicher Form (,by proxy’) auch bei Kindern und Tieren. #Homöopathie";;;#Hom;"1008796874042683392";https://twitter.com/nataliegrams1/status/1008796874042683392
;2018/06/18 21:40;15;152;"Alter die haben GESTERN gespielt. HEUTE spielt England. Kapisch?pic.twitter.com/ilUJItYteK";;;;"1008796683445194753";https://twitter.com/GrumpyMerkel/status/1008796683445194753
;2018/06/18 21:40;11;13;"Der Cartoonist @Rob_Rogers wurde wegen dieser Zeichnung von der Pittsburgh Post-Gazette gefeuert. Ironisch, dass seine Satire via Twitter nun viel mehr Menschen erreicht. Bitte teilen! pic.twitter.com/KTEwXROXcg";;@Rob_Rogers;;"1008796624196460544";https://twitter.com/skt_johann/status/1008796624196460544
;2018/06/18 21:39;3;17;"Zach zu Joko: "Dich kann man leicht flachlegen!" Klaas zu Zach: "Du musst jetzt gehen!" Oh Gott, Klaas ist ja so eifersüchtig wenn's um seinen Joachim geht #HalliGalli";;;#HalliGalli;"1008796459217641473";https://twitter.com/rainbow_hase/status/1008796459217641473
;2018/06/18 21:38;3;5;"$BIOAQ @ .063, WoW, wallah!!! GImme $$$ .10, dollar....pic.twitter.com/imhsVhVwWi";;@;;"1008796225330647040";https://twitter.com/shall1432/status/1008796225330647040
;2018/06/18 21:38;19;66;"Königsstraße, Stuttgart, as painted, from a tower, Reinhold Nägele in 1930.pic.twitter.com/OWPxUxz9TR";;;;"1008796199984467968";https://twitter.com/MenschOhneMusil/status/1008796199984467968
;2018/06/18 21:38;9;90;"Nur OG's werden es kennen Fav wenn ihr es schon gemacht habt.pic.twitter.com/Ymv6KnZyjP";;;;"1008796129004318720";https://twitter.com/ThaaSky/status/1008796129004318720
;2018/06/18 21:38;17;58;"Wenn du still bist, verstehen dich nur Menschen, die dich fühlen.";;;;"1008796086348247040";https://twitter.com/DeprimeSo/status/1008796086348247040
;2018/06/18 21:38;11;48;"Aus der Reihe „Interessante Wörter, die nicht im #Duden stehen": Feuergasse.pic.twitter.com/TVvLLq5cMl";;;#Duden;"1008796068254027776";https://twitter.com/Dudenverlag/status/1008796068254027776
